Image Names	visually detect problem colors (Shades of red, green, and orange)	Contrasts mitigate problem	Labels mitigate problem	Distance mitigates problem	Conclusion (5 types listed in drop down)	Notes 
elife-30483-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-30483-fig4-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-30647-fig1-v1.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-30789-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-30789-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-30872-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-30916-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-30925-fig8-v3.jpg	TRUE	Y	N	Y	Definitely okay	
elife-30938-fig6-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-31037-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-31185-fig4-v1.jpg	FALSE				Definitely okay	
elife-31274-fig3-v1.jpg	FALSE				Definitely okay	
elife-31334-fig2-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-31599-fig6-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-31628-fig6-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-31652-fig3-v2.jpg	TRUE	N	Y	N	Probably problematic	While it is suppose to be a heatmap with label, the label does not help to distinguish between the colors in image F
elife-31706-fig3-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-31715-fig5-v1.jpg	FALSE				Definitely okay	
elife-31732-fig5-v2.jpg	FALSE				Definitely okay	
elife-31872-fig10-v3.jpg	FALSE				Definitely okay	
elife-32021-fig5-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-32055-fig4-v1.jpg	FALSE				Definitely okay	
elife-32167-fig6-v3.jpg	TRUE	Y	Y	N	Definitely okay	
elife-32259-fig10-v2.jpg	FALSE				Definitely okay	
elife-32536-fig10-v3.jpg	FALSE				Definitely okay	
elife-32742-fig3-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-32785-fig7-v3.jpg	TRUE	Y	Y	N	Definitely okay	
elife-32794-fig3-v2.jpg	TRUE	Y	Y	N	Probably okay	Heat map with label, but green and yellow are still hard to distinguish.
elife-32814-fig3-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-32893-fig4-v1.jpg	TRUE	Y	N	Y	Definitely okay	
elife-32937-fig7-v3.jpg	TRUE	Y	N	Y	Definitely okay	
elife-33092-fig6-v2.jpg	FALSE				Definitely okay	
elife-33281-fig8-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-33423-fig3-v1.jpg	FALSE				Definitely okay	
elife-33480-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-33505-fig2-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-33506-fig4-v1.jpg	TRUE	N	Y	N	Definitely okay	
elife-33800-fig2-v1.jpg	TRUE	Y	N	Y	Definitely okay	
elife-33854-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-33864-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-34176-fig4-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-34338-fig8-v3.jpg	FALSE				Definitely okay	
elife-34488-fig8-v1.jpg	FALSE				Definitely okay	
elife-34574-fig2-v1.jpg	FALSE				Definitely okay	
elife-34772-fig7-v2.jpg	FALSE				Definitely okay	
elife-34848-fig5-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-34861-fig6-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-35073-fig7-v1.jpg	TRUE	N	Y	N	Definitely okay	
elife-35255-fig2-v2.jpg	FALSE				Definitely okay	
elife-35269-fig1-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-35419-fig8-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-35471-fig4-v2.jpg	FALSE				Definitely okay	
elife-35528-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-35656-fig17-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-35672-fig8-v3.jpg	FALSE				Definitely okay	
elife-36123-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-36381-fig2-v2.jpg	FALSE				Definitely okay	
elife-36401-fig7-v3.jpg	TRUE	Y	N	Y	Definitely okay	
elife-36402-fig3-v2.jpg	FALSE				Definitely okay	
elife-36629-fig3-v2.jpg	TRUE	N	N	N	Probably problematic	In image C, some of the red dot on the protein disappear. Unclear how important it is.
elife-36645-fig4-v2.jpg	TRUE	N	Y	N	Probably okay	The box plot has red and green, but the label does help distinguish the two color
elife-36740-fig2-v1.jpg	TRUE	N	Y	N	Probably problematic	There is label, but it may not be enough to help mitigate the color issue
elife-36745-fig7-v1.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-36806-fig4-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-36833-fig3-v2.jpg	FALSE				Gray-scale	
elife-36919-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-36953-fig4-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-36979-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-37105-fig6-v2.jpg	TRUE	Y	Y	N	Definitely okay	Heatmap with label
elife-37138-fig2-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-37231-fig4-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-37349-fig2-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-37349-fig5-v1.jpg	FALSE				Definitely okay	
elife-37412-fig3-v2.jpg	FALSE				Definitely okay	
elife-37527-fig1-v1.jpg	TRUE	Y	N	Y	Definitely okay	
elife-37623-fig6-v4.jpg	TRUE	Y	N	N	Definitely okay	
elife-37677-fig3-v2.jpg	FALSE				Definitely okay	
elife-37683-fig5-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-37799-fig2-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-37881-fig5-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-37935-fig7-v1.jpg	FALSE				Definitely okay	
elife-38131-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-38268-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-38268-fig9-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-38433-fig6-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-38472-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-38497-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	Heatmap without labels
elife-38554-fig2-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-38631-fig2-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-38752-fig5-v3.jpg	FALSE				Definitely okay	
elife-38852-fig8-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-39163-fig1-v3.jpg	TRUE	Y	N	N	Definitely okay	
elife-39188-fig3-v2.jpg	FALSE				Definitely okay	
elife-39324-fig1-v2.jpg	FALSE				Definitely okay	
elife-39440-fig2-v2.jpg	FALSE				Definitely okay	
elife-39497-fig5-v2.jpg	FALSE				Definitely okay	
elife-39575-fig2-v2.jpg	FALSE				Definitely okay	
elife-39575-fig3-v3.jpg	TRUE	Y	NA	N	Definitely okay	
elife-39633-fig3-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-39689-fig5-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-39775-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-40179-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-40212-fig3-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-40316-fig7-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-40548-fig6-v2.jpg	FALSE				Definitely okay	
elife-41093-fig6-v1.jpg	TRUE	Y	Y	N	Definitely okay	Heatmap with label
elife-41124-fig5-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-41129-fig6-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-41152-fig1-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-41378-fig6-v2.jpg	FALSE				Definitely okay	
elife-41641-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-41711-fig5-v3.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-41815-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-42037-fig6-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-42182-fig7-v1.jpg	TRUE	N	N	N	Definitely problematic	See Figure A with the red and green merge.
elife-42305-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-42386-fig2-v2.jpg	FALSE				Definitely okay	
elife-42541-fig4-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-42599-fig3-v3.jpg	FALSE				Definitely okay	
elife-42669-fig5-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-42675-fig4-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-42675-fig6-v3.jpg	TRUE	N	N	N	Definitely problematic	
elife-42720-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-42746-fig5-v1.jpg	FALSE				Definitely okay	
elife-42806-fig3-v2.jpg	FALSE				Definitely okay	
elife-42832-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-43024-fig3-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-43191-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-43224-fig5-v2.jpg	FALSE				Definitely okay	
elife-43320-fig11-v2.jpg	FALSE				Definitely okay	
elife-43387-fig5-v2.jpg	FALSE				Definitely okay	
elife-43531-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-43560-fig7-v1.jpg	FALSE				Definitely okay	
elife-43561-fig10-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-43625-fig2-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-43654-fig5-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-43761-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-43920-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-43942-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-43944-fig8-v1.jpg	TRUE	N	N	N	Definitely okay	
elife-43963-fig3-v2.jpg	FALSE				Definitely okay	
elife-43996-fig3-v2.jpg	FALSE				Definitely okay	
elife-44040-fig3-v3.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-44040-fig5-v3.jpg	FALSE				Definitely okay	
elife-44063-fig8-v3.jpg	TRUE	Y	N	N	Definitely okay	
elife-44153-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-44187-fig6-v2.jpg	FALSE				Definitely okay	
elife-44320-fig1-v2.jpg	FALSE				Definitely okay	
elife-44341-fig4-v3.jpg	TRUE	Y	Y	N	Definitely okay	
elife-44345-fig4-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-44431-fig3-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-44452-fig1-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-44526-fig6-v2.jpg	FALSE				Definitely okay	
elife-44527-fig2-v3.jpg	TRUE	Y	N	N	Probably okay	Figure A could be problematic with the green and orange.
elife-44532-fig6-v1.jpg	TRUE	Y	NA	Y	Definitely okay	
elife-44556-fig3-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-44635-fig3-v2.jpg	TRUE	Y	NA	N	Definitely okay	
elife-44642-fig3-v2.jpg	FALSE				Definitely okay	
elife-44667-fig2-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-44667-fig6-v3.jpg	TRUE	N	N	N	Definitely problematic	
elife-44702-fig7-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-44745-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-44760-fig4-v3.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-44860-fig3-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-44889-fig2-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-44904-fig2-v2.jpg	FALSE				Definitely okay	
elife-45040-fig7-v1.jpg	FALSE				Definitely okay	
elife-45057-fig4-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-45146-fig2-v2.jpg	FALSE				Definitely okay	
elife-45185-fig5-v1.jpg	TRUE	Y	N	Y	Definitely okay	
elife-45222-fig3-v2.jpg	FALSE				Definitely okay	
elife-45474-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-45559-fig13-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-45562-fig5-v3.jpg	FALSE				Definitely okay	
elife-45909-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-45920-fig6-v2.jpg	TRUE	Y	N	N	Probably problematic	In Figure B, there is some contrast, but it is likely not enough.
elife-45973-fig6-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-46206-fig5-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-46259-fig2-v1.jpg	TRUE	Y	N	N	Probably okay	In the merged images there may be enough contrast, but it is hard to say.
elife-46313-fig7-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-46327-fig6-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-46415-fig4-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-46418-fig3-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-46629-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-46668-fig2-v1.jpg	TRUE	Y	N	Y	Definitely okay	
elife-46668-fig3-v1.jpg	FALSE				Definitely okay	
elife-46681-fig3-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-46703-fig7-v1.jpg	FALSE				Definitely okay	
elife-46735-fig1-v2.jpg	FALSE				Definitely okay	
elife-46740-fig2-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-46816-fig1-v2.jpg	FALSE				Definitely okay	
elife-46816-fig6-v2.jpg	FALSE				Definitely okay	
elife-46850-fig3-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-46876-fig6-v2.jpg	FALSE				Definitely okay	
elife-46911-fig6-v2.jpg	FALSE				Definitely okay	
elife-46976-fig3-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-47013-fig5-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-47142-fig3-v1.jpg	TRUE	Y	N	Y	Definitely okay	
elife-47150-fig2-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-47156-fig5-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-47172-fig5-v3.jpg	TRUE	Y	Y	N	Definitely okay	
elife-47434-fig8-v2.jpg	TRUE	Y	NA	N	Definitely okay	
elife-47528-fig6-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-47534-fig7-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-47550-fig10-v2.jpg	FALSE				Definitely okay	
elife-47682-fig2-v1.jpg	FALSE				Gray-scale	
elife-47702-fig3-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-47746-fig5-v2.jpg	FALSE				Definitely okay	
elife-47969-fig3-v4.jpg	FALSE				Definitely okay	
elife-48051-fig7-v2.jpg	TRUE	NA	NA	Y	Definitely okay	COLOR FRIENDLY PALATE USE
elife-48056-fig6-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-48097-fig6-v3.jpg	FALSE				Definitely okay	
elife-48160-fig4-v1.jpg	TRUE	N	N	N	Definitely problematic	The red in the images fades and is hard to tell where it is in the simulated image
elife-48198-fig1-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-48214-fig10-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-48479-fig4-v2.jpg	TRUE	Y	N	N	Probably okay	unclear if there is enough contrast in some of the merge images
elife-48615-fig9-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-48689-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-48694-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-48730-fig6-v1.jpg	FALSE	N	N	N	Definitely problematic	The pink fades into the blue in the simulated image
elife-48730-fig7-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-48789-fig2-v2.jpg	TRUE	N	N	N	Definitely problematic	They attempt to have labels, but it's unclear what the label is pointing at
elife-48834-fig3-v1.jpg	FALSE	N	N	N	Definitely problematic	The pink fades into the blue in the simulated image
elife-48881-fig9-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-48964-fig7-v1.jpg	TRUE	Y	Y	N	Definitely okay	Heatmap with label
elife-48971-fig2-v1.jpg	FALSE				Definitely okay	
elife-49041-fig1-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-49110-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-49117-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-49138-fig1-v1.jpg	TRUE	Y	Y	N	Definitely okay	Heapmap with label
elife-49187-fig7-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-49309-fig6-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-49388-fig1-v1.jpg	FALSE				Definitely okay	
elife-49392-fig2-v1.jpg	FALSE				Gray-scale	
elife-49570-fig4-v1.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-49673-fig3-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-49758-fig7-v2.jpg	FALSE				Definitely okay	
elife-49774-fig4-v2.jpg	FALSE				Definitely okay	
elife-49817-fig5-v4.jpg	TRUE	N	N	N	Definitely problematic	
elife-49818-fig4-v2.jpg	TRUE	N	N	N	Definitely problematic	They try to label, but the label does not help mitigate the problem
elife-49855-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-49855-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-49900-fig3-v1.jpg	TRUE	Y	N	N	Probably okay	The green and orange in the simulate image may be too similar to each other
elife-49967-fig3-v2.jpg	FALSE				Definitely okay	
elife-50004-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-50161-fig4-v2.jpg	FALSE				Definitely okay	
elife-50240-fig5-v1.jpg	FALSE				Definitely okay	
elife-50256-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-50260-fig2-v1.jpg	TRUE	Y	Y	N	Definitely okay	Despite it being a merge, the red and green are the label. Also, there is enough contrast
elife-50279-fig3-v3.jpg	TRUE	Y	N	N	Definitely okay	
elife-50354-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic	Pink fade into blue in simulated image
elife-50469-fig7-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-50530-fig3-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-50598-fig1-v2.jpg	FALSE				Definitely okay	
elife-50629-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-50712-fig4-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-50770-fig5-v1.jpg	FALSE	N	N	N	Definitely problematic	The pink fades into the blue in the simulated image
elife-50845-fig4-v1.jpg	FALSE				Definitely okay	
elife-50963-fig7-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-51207-fig1-v2.jpg	FALSE				Definitely okay	
elife-51219-fig3-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-51254-fig2-v3.jpg	TRUE	Y	N	N	Probably problematic	In image B and C is hard to distinguish the color; however, it was hard to tell even in the non-simulated image
elife-51271-fig4-v1.jpg	FALSE				Definitely okay	
elife-51317-fig6-v2.jpg	FALSE				Definitely okay	
elife-51402-fig3-v4.jpg	FALSE				Definitely okay	
elife-51412-fig8-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-51466-fig1-v3.jpg	TRUE	Y	N	N	Definitely okay	enough contrast depite being a merge
elife-51511-fig1-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-51601-fig6-v4.jpg	TRUE	N	Y	Y	Probably okay	Depite the green and red not being distinguishable, you can get the same information without the color base on the label
elife-51636-fig1-v3.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-51663-fig4-v2.jpg	FALSE				Definitely okay	
elife-51772-fig3-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-51779-fig6-v2.jpg	FALSE				Definitely okay	
elife-51972-fig3-v2.jpg	TRUE	Y	Y	N	Definitely okay	Heatmap with label
elife-52135-fig5-v3.jpg	TRUE	Y	Y	N	Definitely okay	Heatmap with label
elife-52283-fig5-v1.jpg	TRUE	N	N	N	Definitely problematic	Merge in figure F
elife-52411-fig1-v1.jpg	FALSE				Definitely okay	
elife-52555-fig5-v3.jpg	TRUE	Y	N	N	Definitely okay	
elife-52572-fig3-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-52716-fig4-v1.jpg	FALSE				Definitely okay	
elife-52949-fig1-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-52949-fig8-v2.jpg	TRUE	Y	Y	N	Definitely okay	Heatmap
elife-52962-fig7-v2.jpg	FALSE				Definitely okay	
elife-52981-fig2-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-52998-fig3-v1.jpg	FALSE				Definitely okay	
elife-53127-fig2-v2.jpg	FALSE				Definitely okay	
elife-53155-fig4-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-53308-fig7-v3.jpg	FALSE				Definitely okay	
elife-53370-fig1-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-53404-fig2-v4.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-53459-fig2-v3.jpg	TRUE	N	N	N	Definitely problematic	
elife-53459-fig3-v3.jpg	TRUE	Y	Y	N	Definitely okay	
elife-53807-fig1-v2.jpg	FALSE				Definitely okay	
elife-53895-fig6-v3.jpg	TRUE	N	N	N	Definitely problematic	
elife-53901-fig5-v2.jpg	FALSE				Definitely okay	
elife-53910-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-53916-fig1-v1.jpg	FALSE				Definitely okay	
elife-53916-fig2-v1.jpg	TRUE	Y	N	N	Probably okay	Some of the red and green dots in Figure B are hard to distinguish
elife-53945-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	There is enough contrast between the green and red
elife-53972-fig1-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-54098-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-54160-fig7-v1.jpg	FALSE				Definitely okay	
elife-54170-fig5-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-54224-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-54253-fig4-v2.jpg	TRUE	Y	NA	Y	Definitely okay	
elife-54285-fig1-v2.jpg	FALSE				Definitely okay	
elife-54313-fig6-v3.jpg	FALSE				Gray-scale	
elife-54385-fig5-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-54501-fig2-v2.jpg	FALSE				Definitely okay	
elife-54566-fig1-v2.jpg	TRUE	N	Y	N	Probably problematic	While there is a heatmap, it does not overcome the lack of contrast
elife-54568-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic	The red fades into the blue in the simulated image
elife-54582-fig3-v2.jpg	FALSE				Definitely okay	
elife-54670-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-54695-fig2-v2.jpg	TRUE	Y	Y	N	Probably okay	The red and green appear to have enough contrast, but unclear
elife-54726-fig12-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-54870-fig2-v3.jpg	FALSE				Definitely okay	
elife-54880-fig6-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-54936-fig6-v3.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-55007-fig2-v2.jpg	FALSE				Definitely okay	
elife-55007-fig4-v2.jpg	FALSE				Definitely okay	
elife-55013-fig4-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-55159-fig4-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-55210-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-55246-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-55289-fig7-v2.jpg	TRUE	Y	N	N	Probably okay	Figure H, the red fades into the blue, but it is likely unimportant
elife-55294-fig4-v2.jpg	FALSE				Definitely okay	
elife-55415-fig9-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-55443-fig7-v2.jpg	FALSE				Definitely okay	
elife-55487-fig6-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-55513-fig3-v2.jpg	FALSE				Gray-scale	
elife-55564-fig1-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-55578-fig4-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-55587-fig4-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-55744-fig2-v2.jpg	FALSE				Definitely okay	
elife-55745-fig5-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-55965-fig2-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-55978-fig3-v1.jpg	FALSE				Definitely okay	
elife-56058-fig2-v2.jpg	FALSE				Definitely okay	
elife-56059-fig4-v1.jpg	TRUE	Y	N	N	Probably okay	Merged image may have enough contrast
elife-56073-fig7-v2.jpg	TRUE	Y	Y	N	Probably okay	Figure A, reds and greens are labeled and have some contrast, but it is still hard to distinguiish them.
elife-56098-fig7-v2.jpg	TRUE	Y	NA	Y	Definitely okay	
elife-56110-fig6-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-56151-fig4-v1.jpg	FALSE				Definitely okay	
elife-56159-fig4-v2.jpg	FALSE				Definitely okay	
elife-56221-fig2-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-56349-fig4-v2.jpg	FALSE				Definitely okay	
elife-56374-fig7-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-56404-fig8-v1.jpg	TRUE	N	Y	N	Definitely okay	
elife-56571-fig6-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-56619-fig3-v3.jpg	TRUE	Y	Y	N	Definitely okay	
elife-56645-fig4-v2.jpg	FALSE				Definitely okay	
elife-56689-fig2-v2.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-56894-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-56914-fig2-v2.jpg	FALSE				Definitely okay	
elife-56920-fig5-v3.jpg	TRUE	Y	Y	Y	Definitely okay	
elife-56935-fig2-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-57012-fig7-v1.jpg	TRUE	Y	Y	N	Definitely okay	
elife-57090-fig6-v2.jpg	TRUE	Y	NA	N	Definitely okay	
elife-57101-fig1-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-57154-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-57155-fig6-v2.jpg	TRUE	Y	Y	N	Definitely okay	
elife-57179-fig3-v1.jpg	TRUE	N	N	N	Definitely problematic	
elife-57467-fig2-v2.jpg	TRUE	Y	N	Y	Definitely okay	
elife-57492-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-57541-fig5-v1.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-57553-fig5-v2.jpg	TRUE	N	N	N	Definitely problematic	
elife-57626-fig7-v2.jpg	TRUE	NA	NA	Y	Definitely okay	
elife-57670-fig6-v1.jpg	TRUE	Y	N	N	Definitely okay	
elife-57779-fig6-v2.jpg	TRUE	N	N	N	Definitely problematic	The red in Figure B fades.
elife-57843-fig6-v2.jpg	FALSE				Definitely okay	
elife-57860-fig6-v2.jpg	FALSE				Definitely okay	
elife-57861-fig3-v2.jpg	TRUE	Y	N	N	Definitely okay	
elife-57915-fig7-v2.jpg	FALSE				Definitely okay	
